,symbol,MarketCap
872,UV.BK,2122238464.0
873,UVAN.BK,11091999744.0
874,VARO.BK,489520384.0
875,VCOM.BK,908735360.0
876,VGI.BK,40303456256.0
877,VIBHA.BK,19822665728.0
878,VIH.BK,4684444160.0
879,VL.BK,1065263808.0
880,VNG.BK,3678703360.0
881,VPO.BK,554600000.0
882,VRANDA.BK,1432173824.0
883,W.BK,
884,WACOAL.BK,2256000000.0
885,WARRIX.BK,1319539200.0
886,WAVE.BK,458253664.0
887,WELL.BK,
888,WFX.BK,454916000.0
889,WGE.BK,510000000.0
890,WHA.BK,57096904704.0
891,WHABT.BK,1201899904.0
892,WHAIR.BK,6458717184.0
893,WHART.BK,34341390336.0
894,WHAUP.BK,15911999488.0
895,WICE.BK,1999918336.0
896,WIIK.BK,837683072.0
897,WIN.BK,224457600.0
898,WINDOW.BK,790320000.0
899,WINMED.BK,544000000.0
900,WINNER.BK,1271946240.0
901,WORK.BK,1881047808.0
902,WP.BK,1990969472.0
903,WPH.BK,4795849216.0
904,XO.BK,7109183488.0
905,XPG.BK,5778103296.0
906,YGG.BK,319058496.0
907,YONG.BK,612000000.0
908,YUASA.BK,1248450048.0
909,ZAA.BK,1280617344.0
910,ZEN.BK,2027654784.0
911,ZIGA.BK,929033856.0
912,^SET.BK,
